cycle,episode_id,failure_mode,timestamp,elapsed_s,preliminary_severity,severity_raw,severity_weighted_score,severity_critical_count,severity_warning_count,severity_blast_size,severity_reason,predicted_failure,prediction_probability,dominant_state,vote_distribution,window_margin,window_full,window_size
544,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.4708602,126.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
545,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.5110602,128.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
546,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.5515873,130.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
547,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.591979,132.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
548,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.6323638,134.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
549,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.6728542,136.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
550,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.7135031,138.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
551,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.7537484,140.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
552,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.7940214,142.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
553,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.834586,144.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
554,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.8747754,146.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
555,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.915274,148.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
556,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.9559948,150.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
557,ep_00005_ERROR_STORM,ERROR_STORM,1785697928.9964507,152.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
558,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.0366325,154.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
559,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.0767114,156.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
560,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.1167805,158.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
561,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.1569715,160.0,P4,,,,,,,ERROR_STORM,0.9999,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
562,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.1981401,162.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
563,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.2384524,164.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
564,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.2787266,166.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
565,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.318818,168.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
566,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.3594089,170.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
567,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.399521,172.0,P4,,,,,,,ERROR_STORM,0.9999,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
568,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.4399915,174.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
569,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.481019,176.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
570,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.5212274,178.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
571,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.561322,180.0,P4,,,,,,,ERROR_STORM,0.9999,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
572,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.601384,182.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
573,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.6417534,184.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
574,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.6822884,186.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
575,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.723598,188.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
576,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.7638361,190.0,P4,,,,,,,ERROR_STORM,0.9999,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
577,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.8043208,192.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
578,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.8446774,194.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
579,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.885173,196.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
580,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.9254534,198.0,P4,,,,,,,ERROR_STORM,0.9999,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
581,ep_00005_ERROR_STORM,ERROR_STORM,1785697929.965939,200.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
582,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.00619,202.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
583,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.0464098,204.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
584,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.086618,206.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
585,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.1271172,208.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
586,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.1674767,210.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
587,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.2078989,212.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
588,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.2482631,214.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
589,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.288725,216.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
590,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.3289967,218.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
591,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.369391,220.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
592,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.410056,222.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
593,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.4505787,224.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
594,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.4910016,226.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
595,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.531372,228.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
596,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.571457,230.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
597,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.6115406,232.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
598,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.6518624,234.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
599,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.6921284,236.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
600,ep_00005_ERROR_STORM,ERROR_STORM,1785697930.7333612,238.0,P4,,,,,,,ERROR_STORM,1.0,ERROR_STORM,{'ERROR_STORM': 10},10,True,10
601,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697930.7744348,0.0,P4,,,,,,,LATENCY_SPIKE,0.5701,ERROR_STORM,"{'ERROR_STORM': 9, 'LATENCY_SPIKE': 1}",8,True,10
602,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697930.8147302,2.0,P4,,,,,,,MEMORY_LEAK,0.6651,ERROR_STORM,"{'ERROR_STORM': 8, 'LATENCY_SPIKE': 1, 'MEMORY_LEAK': 1}",7,True,10
603,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697930.8548472,4.0,P4,,,,,,,MEMORY_LEAK,0.7716,ERROR_STORM,"{'ERROR_STORM': 7, 'LATENCY_SPIKE': 1, 'MEMORY_LEAK': 2}",5,True,10
604,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697930.8952527,6.0,P4,,,,,,,LATENCY_SPIKE,0.5746,ERROR_STORM,"{'ERROR_STORM': 6, 'LATENCY_SPIKE': 2, 'MEMORY_LEAK': 2}",4,True,10
605,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697930.935589,8.0,P4,,,,,,,MEMORY_LEAK,0.7785,ERROR_STORM,"{'ERROR_STORM': 5, 'LATENCY_SPIKE': 2, 'MEMORY_LEAK': 3}",2,True,10
606,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697930.9758928,10.0,P4,,,,,,,LATENCY_SPIKE,0.7902,ERROR_STORM,"{'ERROR_STORM': 4, 'LATENCY_SPIKE': 3, 'MEMORY_LEAK': 3}",1,True,10
607,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.0163817,12.0,P4,,,,,,,LATENCY_SPIKE,0.5232,LATENCY_SPIKE,"{'ERROR_STORM': 3, 'LATENCY_SPIKE': 4, 'MEMORY_LEAK': 3}",1,True,10
608,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.0571954,14.0,P4,,,,,,,MEMORY_LEAK,0.7596,LATENCY_SPIKE,"{'ERROR_STORM': 2, 'LATENCY_SPIKE': 4, 'MEMORY_LEAK': 4}",0,True,10
609,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.0972908,16.0,P4,,,,,,,MEMORY_LEAK,0.8786,MEMORY_LEAK,"{'ERROR_STORM': 1, 'LATENCY_SPIKE': 4, 'MEMORY_LEAK': 5}",1,True,10
610,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.1376855,18.0,P4,,,,,,,MEMORY_LEAK,0.8188,MEMORY_LEAK,"{'LATENCY_SPIKE': 4, 'MEMORY_LEAK': 6}",2,True,10
611,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.177868,20.0,P4,,,,,,,MEMORY_LEAK,0.5165,MEMORY_LEAK,"{'MEMORY_LEAK': 7, 'LATENCY_SPIKE': 3}",4,True,10
612,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.2180712,22.0,P4,,,,,,,LATENCY_SPIKE,0.6491,MEMORY_LEAK,"{'MEMORY_LEAK': 6, 'LATENCY_SPIKE': 4}",2,True,10
613,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.2602978,24.0,P4,,,,,,,MEMORY_LEAK,0.6573,MEMORY_LEAK,"{'LATENCY_SPIKE': 4, 'MEMORY_LEAK': 6}",2,True,10
614,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.3007116,26.0,P4,,,,,,,MEMORY_LEAK,0.6431,MEMORY_LEAK,"{'MEMORY_LEAK': 7, 'LATENCY_SPIKE': 3}",4,True,10
615,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.3411539,28.0,P4,,,,,,,MEMORY_LEAK,0.958,MEMORY_LEAK,"{'LATENCY_SPIKE': 3, 'MEMORY_LEAK': 7}",4,True,10
616,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.3812082,30.0,P4,,,,,,,LATENCY_SPIKE,0.5479,MEMORY_LEAK,"{'LATENCY_SPIKE': 3, 'MEMORY_LEAK': 7}",4,True,10
617,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.4215202,32.0,P4,,,,,,,MEMORY_LEAK,0.9908,MEMORY_LEAK,"{'MEMORY_LEAK': 8, 'LATENCY_SPIKE': 2}",6,True,10
618,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.4616616,34.0,P4,,,,,,,MEMORY_LEAK,0.561,MEMORY_LEAK,"{'MEMORY_LEAK': 8, 'LATENCY_SPIKE': 2}",6,True,10
619,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.502503,36.0,P4,,,,,,,MEMORY_LEAK,0.9857,MEMORY_LEAK,"{'MEMORY_LEAK': 8, 'LATENCY_SPIKE': 2}",6,True,10
620,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.5425408,38.0,P4,,,,,,,MEMORY_LEAK,0.749,MEMORY_LEAK,"{'MEMORY_LEAK': 8, 'LATENCY_SPIKE': 2}",6,True,10
621,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.5826862,40.0,P4,,,,,,,MEMORY_LEAK,0.7651,MEMORY_LEAK,"{'LATENCY_SPIKE': 2, 'MEMORY_LEAK': 8}",6,True,10
622,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.6230717,42.0,P4,,,,,,,MEMORY_LEAK,0.9649,MEMORY_LEAK,"{'MEMORY_LEAK': 9, 'LATENCY_SPIKE': 1}",8,True,10
623,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.6634617,44.0,P4,,,,,,,MEMORY_LEAK,0.82,MEMORY_LEAK,"{'MEMORY_LEAK': 9, 'LATENCY_SPIKE': 1}",8,True,10
624,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.7039397,46.0,P4,,,,,,,MEMORY_LEAK,0.88,MEMORY_LEAK,"{'MEMORY_LEAK': 9, 'LATENCY_SPIKE': 1}",8,True,10
625,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.744146,48.0,P4,,,,,,,MEMORY_LEAK,0.9374,MEMORY_LEAK,"{'LATENCY_SPIKE': 1, 'MEMORY_LEAK': 9}",8,True,10
626,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.7846057,50.0,P4,,,,,,,MEMORY_LEAK,0.9133,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
627,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.825055,52.0,P4,,,,,,,MEMORY_LEAK,0.8668,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
628,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.865452,54.0,P4,,,,,,,MEMORY_LEAK,0.5573,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
629,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.9058068,56.0,P4,,,,,,,MEMORY_LEAK,0.9792,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
630,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.9462667,58.0,P4,,,,,,,MEMORY_LEAK,0.8754,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
631,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697931.9867868,60.0,P4,,,,,,,MEMORY_LEAK,0.9961,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
632,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.027454,62.0,P4,,,,,,,MEMORY_LEAK,0.7744,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
633,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.067808,64.0,P4,,,,,,,MEMORY_LEAK,0.8761,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
634,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.1082554,66.0,P4,,,,,,,MEMORY_LEAK,0.9919,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
635,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.1487083,68.0,P4,,,,,,,MEMORY_LEAK,0.9993,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
636,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.1890285,70.0,P4,,,,,,,MEMORY_LEAK,0.7877,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
637,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.2296872,72.0,P4,,,,,,,MEMORY_LEAK,0.9531,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
638,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.2704825,74.0,P4,,,,,,,MEMORY_LEAK,0.9642,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
639,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.3107862,76.0,P4,,,,,,,MEMORY_LEAK,0.9487,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
640,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.3509529,78.0,P4,,,,,,,MEMORY_LEAK,0.9684,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
641,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.3913822,80.0,P4,,,,,,,MEMORY_LEAK,0.8452,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
642,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.43146,82.0,P4,,,,,,,MEMORY_LEAK,0.8854,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
643,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.4724102,84.0,P4,,,,,,,MEMORY_LEAK,0.9674,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
644,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.5129275,86.0,P4,,,,,,,MEMORY_LEAK,0.9986,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
645,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.5538304,88.0,P4,,,,,,,MEMORY_LEAK,0.6892,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
646,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.593958,90.0,P4,,,,,,,MEMORY_LEAK,0.9915,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
647,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.634196,92.0,P4,,,,,,,MEMORY_LEAK,0.878,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
648,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.6743999,94.0,P4,,,,,,,MEMORY_LEAK,0.8755,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
649,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.7152102,96.0,P4,,,,,,,MEMORY_LEAK,0.9401,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
650,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.7554991,98.0,P4,,,,,,,MEMORY_LEAK,0.9022,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
651,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.797987,100.0,P4,,,,,,,MEMORY_LEAK,0.9196,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
652,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.8385901,102.0,P4,,,,,,,MEMORY_LEAK,0.9934,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
653,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.8787625,104.0,P4,,,,,,,MEMORY_LEAK,0.9963,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
654,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.9194913,106.0,P4,,,,,,,MEMORY_LEAK,0.9743,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
655,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697932.9598336,108.0,P4,,,,,,,MEMORY_LEAK,0.9823,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
656,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.0002618,110.0,P4,,,,,,,MEMORY_LEAK,0.9644,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
657,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.0404797,112.0,P4,,,,,,,MEMORY_LEAK,0.7764,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
658,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.0810153,114.0,P4,,,,,,,MEMORY_LEAK,0.8034,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
659,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.1213894,116.0,P4,,,,,,,MEMORY_LEAK,0.9755,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
660,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.1616263,118.0,P4,,,,,,,MEMORY_LEAK,0.9992,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
661,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.2020626,120.0,P4,,,,,,,MEMORY_LEAK,0.9943,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
662,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.2421556,122.0,P4,,,,,,,MEMORY_LEAK,0.7684,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
663,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.282442,124.0,P4,,,,,,,MEMORY_LEAK,0.9682,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
664,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.324797,126.0,P4,,,,,,,MEMORY_LEAK,0.8832,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
665,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.3649633,128.0,P4,,,,,,,MEMORY_LEAK,0.5515,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
666,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.4054627,130.0,P4,,,,,,,MEMORY_LEAK,0.7624,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
667,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.4456081,132.0,P4,,,,,,,MEMORY_LEAK,0.9772,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
668,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.4860098,134.0,P4,,,,,,,MEMORY_LEAK,0.9881,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
669,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.52641,136.0,P4,,,,,,,MEMORY_LEAK,0.8671,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
670,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.5668242,138.0,P4,,,,,,,MEMORY_LEAK,0.9831,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
671,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.6073153,140.0,P4,,,,,,,MEMORY_LEAK,0.9748,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
672,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.6477952,142.0,P4,,,,,,,MEMORY_LEAK,0.6074,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
673,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.6880848,144.0,P4,,,,,,,MEMORY_LEAK,0.9749,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
674,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.7289076,146.0,P4,,,,,,,MEMORY_LEAK,0.9826,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
675,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.7691157,148.0,P4,,,,,,,MEMORY_LEAK,0.9996,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
676,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.809589,150.0,P4,,,,,,,MEMORY_LEAK,0.9995,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
677,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.8500621,152.0,P4,,,,,,,MEMORY_LEAK,0.992,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
678,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.890229,154.0,P4,,,,,,,MEMORY_LEAK,0.7768,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
679,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.9330635,156.0,P4,,,,,,,MEMORY_LEAK,0.9884,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
680,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697933.97367,158.0,P4,,,,,,,MEMORY_LEAK,0.999,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
681,ep_00006_MEMORY_LEAK,MEMORY_LEAK,1785697934.0138624,160.0,P4,,,,,,,MEMORY_LEAK,0.9908,MEMORY_LEAK,{'MEMORY_LEAK': 10},10,True,10
